order_id,order_date,outlet_id,outlet_location_type,outlet_size,outlet_type,outlet_establishment_year,item_id,item_type,item_fat_content,item_weight_kg,item_visibility,item_mrp,units_sold,sales,rating,customer_type
BLK-ORD-05601,2024-01-13,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0782,Fruits and Vegetables,Low Fat,2.58,0.1096,54.76,1,53.14,4.2,Member
BLK-ORD-07153,2024-01-13,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0782,Fruits and Vegetables,Low Fat,2.58,0.1096,54.76,3,166.56,4.5,Returning
BLK-ORD-07777,2024-01-13,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0102,Household,Low Fat,3.71,0.1226,384.23,2,761.95,4.2,New
BLK-ORD-08000,2024-01-13,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0188,Fruits and Vegetables,Regular,2.53,0.0567,31.61,2,62.72,4.2,Member
BLK-ORD-00013,2024-01-14,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0870,Canned,Low Fat,0.43,0.0785,168.58,3,517.43,4.3,Returning
BLK-ORD-00098,2024-01-14,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0522,Breads,Low Fat,0.35,0.0936,94.37,1,90.99,3.9,Member
BLK-ORD-00940,2024-01-14,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0589,Health and Hygiene,Low Fat,1.22,0.2488,395.0,1,351.72,3.4,Member
BLK-ORD-02938,2024-01-14,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0315,Health and Hygiene,Low Fat,0.32,0.1463,510.31,2,932.34,3.7,Returning
BLK-ORD-02952,2024-01-14,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0325,Frozen Foods,Regular,0.21,0.1616,250.11,1,221.57,4.3,Member
BLK-ORD-03069,2024-01-14,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0591,Baking Goods,Low Fat,1.5,0.0545,156.09,1,140.48,4.6,Member
BLK-ORD-03878,2024-01-14,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0344,Frozen Foods,Regular,1.14,0.1343,106.94,1,102.85,5.0,Returning
BLK-ORD-04982,2024-01-14,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0627,Soft Drinks,Low Fat,1.33,0.1048,68.38,4,263.23,4.0,Member
BLK-ORD-05440,2024-01-14,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0487,Fruits and Vegetables,Low Fat,3.48,0.0634,27.92,2,49.64,5.0,Member
BLK-ORD-06066,2024-01-14,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0309,Meat,Low Fat,1.11,0.0778,417.37,2,830.52,4.5,Returning
BLK-ORD-06341,2024-01-14,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0548,Frozen Foods,Low Fat,0.81,0.0131,212.58,3,583.93,4.0,Member
BLK-ORD-06680,2024-01-14,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0084,Canned,Low Fat,0.21,0.0491,137.5,1,142.41,3.6,New
BLK-ORD-00740,2024-01-15,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0046,Canned,Low Fat,0.74,0.0284,75.8,2,142.38,5.0,Returning
BLK-ORD-01017,2024-01-15,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0779,Frozen Foods,Regular,0.79,0.1619,328.42,1,304.61,4.2,Member
BLK-ORD-01088,2024-01-15,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0437,Snack Foods,Regular,0.99,0.0748,49.89,1,42.47,4.2,Member
BLK-ORD-02774,2024-01-15,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0401,Household,Low Fat,3.81,0.1807,295.58,1,265.77,4.0,Returning
BLK-ORD-03668,2024-01-15,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0243,Health and Hygiene,Low Fat,0.76,0.0369,69.09,1,58.62,4.6,Member
BLK-ORD-03703,2024-01-15,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0410,Breakfast,Low Fat,0.84,0.0823,265.8,1,258.80,3.8,Returning
BLK-ORD-03924,2024-01-15,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0595,Snack Foods,Regular,0.53,0.1059,163.41,1,152.90,4.1,New
BLK-ORD-04473,2024-01-15,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0526,Meat,Low Fat,1.64,0.2319,422.0,2,742.88,4.2,Member
BLK-ORD-04543,2024-01-15,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0630,Breakfast,Low Fat,1.14,0.0577,85.57,1,80.80,4.4,Member
BLK-ORD-04941,2024-01-15,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0185,Frozen Foods,Regular,1.6,0.3,150.99,1,139.70,3.4,Member
BLK-ORD-05365,2024-01-15,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0609,Soft Drinks,Low Fat,1.3,0.0378,100.55,4,372.73,4.4,Returning
BLK-ORD-06058,2024-01-15,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0843,Health and Hygiene,Low Fat,1.1,0.272,126.06,1,110.18,4.3,Member
BLK-ORD-06613,2024-01-15,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0684,Canned,Low Fat,1.12,0.1388,113.43,1,99.72,4.3,Member
BLK-ORD-07032,2024-01-15,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0054,Seafood,Low Fat,0.6,0.059,421.01,1,402.37,4.2,Member
BLK-ORD-07548,2024-01-15,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0460,Breakfast,Low Fat,0.36,0.1487,278.52,1,268.05,3.9,Returning
BLK-ORD-07624,2024-01-15,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0217,Dairy,Low Fat,1.2,0.2411,244.16,2,457.47,4.1,Returning
BLK-ORD-07642,2024-01-15,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0358,Snack Foods,Regular,0.9,0.0691,122.29,1,107.15,4.4,Member
BLK-ORD-00885,2024-01-16,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0173,Breads,Low Fat,0.57,0.1012,84.57,2,153.93,4.9,Member
BLK-ORD-01170,2024-01-16,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0692,Canned,Regular,1.09,0.0815,103.99,1,98.15,3.6,Returning
BLK-ORD-01535,2024-01-16,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0257,Baking Goods,Regular,0.95,0.0431,45.99,1,43.07,4.7,Returning
BLK-ORD-01541,2024-01-16,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0409,Frozen Foods,Regular,1.34,0.2863,115.64,1,101.73,4.4,Returning
BLK-ORD-05066,2024-01-16,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0283,Dairy,Low Fat,0.5,0.1556,46.16,3,121.54,5.0,Member
BLK-ORD-05419,2024-01-16,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0436,Dairy,Low Fat,1.82,0.0433,133.23,2,227.35,4.1,Member
BLK-ORD-07607,2024-01-16,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0761,Dairy,Low Fat,0.3,0.0543,124.63,1,116.92,4.0,Returning
BLK-ORD-08247,2024-01-16,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0467,Canned,Regular,0.11,0.1121,109.5,1,106.91,4.4,Returning
BLK-ORD-08380,2024-01-16,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0021,Snack Foods,Regular,0.23,0.0762,141.1,1,125.50,3.9,Returning
BLK-ORD-01754,2024-01-17,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0587,Snack Foods,Regular,0.67,0.2495,95.36,1,86.83,4.1,Member
BLK-ORD-02029,2024-01-17,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0722,Baking Goods,Low Fat,0.25,0.3,136.83,4,491.28,3.5,Member
BLK-ORD-02900,2024-01-17,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0570,Breads,Low Fat,0.72,0.0377,133.25,2,243.24,3.1,Returning
BLK-ORD-03109,2024-01-17,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0584,Meat,Low Fat,1.64,0.171,151.19,1,143.77,4.0,Returning
BLK-ORD-03664,2024-01-17,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0621,Baking Goods,Low Fat,0.95,0.0706,36.89,1,32.13,3.8,Member
BLK-ORD-03850,2024-01-17,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0378,Soft Drinks,Low Fat,2.06,0.053,115.34,3,313.45,4.3,Returning
BLK-ORD-04808,2024-01-17,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0862,Fruits and Vegetables,Low Fat,2.63,0.1721,26.19,1,22.34,3.9,Member
BLK-ORD-05215,2024-01-17,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0625,Fruits and Vegetables,Low Fat,3.77,0.2133,116.15,2,212.34,4.3,Member
BLK-ORD-06162,2024-01-17,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0338,Fruits and Vegetables,Low Fat,3.27,0.1021,68.66,1,64.69,4.2,Member
BLK-ORD-06461,2024-01-17,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0320,Household,Low Fat,4.41,0.0427,133.77,1,127.18,4.6,Member
BLK-ORD-06526,2024-01-17,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0509,Fruits and Vegetables,Low Fat,4.71,0.2415,166.63,1,147.86,4.5,Member
BLK-ORD-07282,2024-01-17,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0425,Household,Low Fat,2.35,0.0501,293.7,2,555.75,4.3,New
BLK-ORD-08137,2024-01-17,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0844,Canned,Low Fat,0.49,0.105,128.14,1,111.41,3.8,Member
BLK-ORD-00892,2024-01-18,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0275,Household,Low Fat,0.35,0.3,264.8,1,260.40,4.4,Returning
BLK-ORD-02062,2024-01-18,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0100,Snack Foods,Low Fat,0.52,0.0445,101.65,1,95.29,4.1,Returning
BLK-ORD-02593,2024-01-18,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0808,Seafood,Regular,1.85,0.013,461.08,4,1716.04,4.3,Member
BLK-ORD-03543,2024-01-18,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0150,Canned,Low Fat,1.02,0.0504,59.24,1,58.65,4.3,New
BLK-ORD-03967,2024-01-18,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0607,Fruits and Vegetables,Low Fat,2.6,0.0579,79.69,2,152.59,3.4,New
BLK-ORD-04051,2024-01-18,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0063,Dairy,Low Fat,0.63,0.0971,108.34,2,201.91,4.4,New
BLK-ORD-04210,2024-01-18,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0693,Fruits and Vegetables,Low Fat,2.94,0.0319,76.85,1,73.22,4.4,Returning
BLK-ORD-04246,2024-01-18,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0299,Fruits and Vegetables,Low Fat,4.07,0.0509,61.12,1,57.95,4.4,New
BLK-ORD-04970,2024-01-18,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0588,Frozen Foods,Regular,0.51,0.0691,319.61,2,587.18,4.4,Returning
BLK-ORD-05585,2024-01-18,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0503,Canned,Low Fat,0.52,0.0473,84.42,3,222.92,4.5,Member
BLK-ORD-05590,2024-01-18,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0651,Breakfast,Regular,0.67,0.2086,250.03,3,716.25,4.4,Returning
BLK-ORD-06953,2024-01-18,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0779,Frozen Foods,Regular,0.79,0.1619,328.42,1,287.98,3.8,Member
BLK-ORD-07149,2024-01-18,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0138,Seafood,Low Fat,1.27,0.3,423.42,2,727.57,4.5,Member
BLK-ORD-08214,2024-01-18,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0621,Baking Goods,Low Fat,0.95,0.0706,36.89,2,67.64,4.0,Member
BLK-ORD-00920,2024-01-19,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0329,Baking Goods,Low Fat,1.26,0.0292,245.55,1,217.11,4.0,Member
BLK-ORD-01203,2024-01-19,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0399,Meat,Regular,1.48,0.1832,244.87,2,458.52,4.4,New
BLK-ORD-01451,2024-01-19,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0387,Fruits and Vegetables,Regular,4.87,0.1722,113.33,1,104.78,4.9,Member
BLK-ORD-01748,2024-01-19,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0300,Baking Goods,Regular,0.06,0.0311,126.32,1,110.74,4.0,Member
BLK-ORD-03271,2024-01-19,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0778,Frozen Foods,Regular,1.02,0.045,132.62,1,114.39,4.2,Member
BLK-ORD-06508,2024-01-19,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0082,Meat,Regular,0.52,0.0603,410.54,2,712.33,3.8,Member
BLK-ORD-06994,2024-01-19,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0607,Fruits and Vegetables,Low Fat,2.6,0.0579,79.69,2,146.69,3.7,New
BLK-ORD-07187,2024-01-19,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0597,Snack Foods,Low Fat,0.44,0.0316,25.36,2,46.59,3.9,New
BLK-ORD-07768,2024-01-19,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0583,Frozen Foods,Low Fat,1.26,0.0904,233.96,1,220.83,4.9,Member
BLK-ORD-08038,2024-01-19,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0437,Snack Foods,Regular,0.99,0.0748,49.89,4,184.62,4.4,Returning
BLK-ORD-08244,2024-01-19,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0507,Health and Hygiene,Low Fat,0.61,0.1556,112.26,2,213.91,4.5,Member
BLK-ORD-00527,2024-01-20,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0805,Snack Foods,Regular,0.97,0.0592,47.63,3,138.80,4.2,New
BLK-ORD-00611,2024-01-20,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0564,Canned,Low Fat,0.86,0.2733,102.12,1,97.60,4.1,New
BLK-ORD-01576,2024-01-20,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0188,Fruits and Vegetables,Regular,2.53,0.0567,31.61,3,93.82,4.5,New
BLK-ORD-02544,2024-01-20,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0548,Frozen Foods,Low Fat,0.81,0.0131,212.58,1,203.15,4.7,Member
BLK-ORD-02739,2024-01-20,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0076,Fruits and Vegetables,Low Fat,1.61,0.1231,131.84,4,507.31,3.9,Returning
BLK-ORD-03205,2024-01-20,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0567,Soft Drinks,Low Fat,1.75,0.1603,95.03,4,346.24,4.0,Member
BLK-ORD-05772,2024-01-20,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0107,Fruits and Vegetables,Low Fat,1.02,0.1422,49.46,1,49.10,4.4,Member
BLK-ORD-05932,2024-01-20,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0343,Dairy,Low Fat,0.53,0.057,58.04,1,57.30,4.2,Member
BLK-ORD-08310,2024-01-20,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0431,Baking Goods,Low Fat,0.26,0.2026,204.4,1,188.09,4.3,Returning
BLK-ORD-00049,2024-01-21,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0823,Dairy,Regular,1.75,0.1274,205.29,2,380.67,4.5,Returning
BLK-ORD-00083,2024-01-21,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0061,Household,Regular,3.31,0.0367,291.0,2,523.95,4.2,Member
BLK-ORD-00308,2024-01-21,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0766,Health and Hygiene,Regular,1.21,0.1513,503.79,1,496.77,4.3,Returning
BLK-ORD-01668,2024-01-21,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0749,Dairy,Low Fat,1.43,0.1036,141.67,2,267.36,4.7,Member
BLK-ORD-02957,2024-01-21,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0733,Frozen Foods,Low Fat,0.61,0.2712,224.71,2,425.83,3.9,Member
BLK-ORD-03430,2024-01-21,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0573,Soft Drinks,Regular,2.31,0.2075,129.04,2,242.03,3.7,Member
BLK-ORD-03829,2024-01-21,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0276,Household,Low Fat,3.64,0.0236,185.72,1,175.04,4.3,Returning
BLK-ORD-04353,2024-01-21,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0569,Health and Hygiene,Low Fat,1.46,0.1654,258.13,2,514.98,3.2,Returning
BLK-ORD-04653,2024-01-21,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0634,Fruits and Vegetables,Low Fat,1.62,0.0335,140.17,3,386.26,4.0,Member
BLK-ORD-04751,2024-01-21,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0782,Fruits and Vegetables,Low Fat,2.58,0.1096,54.76,1,50.50,4.3,Returning
BLK-ORD-05732,2024-01-21,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0505,Baking Goods,Low Fat,1.15,0.1387,76.08,2,148.22,4.6,Returning
BLK-ORD-06029,2024-01-21,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0459,Fruits and Vegetables,Low Fat,4.55,0.0077,172.85,2,319.80,3.9,Member
BLK-ORD-06280,2024-01-21,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0856,Soft Drinks,Low Fat,0.89,0.0754,112.93,1,105.17,4.4,Returning
BLK-ORD-07375,2024-01-21,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0350,Snack Foods,Regular,0.7,0.2733,135.49,1,129.64,4.2,Member
BLK-ORD-00141,2024-01-22,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0143,Health and Hygiene,Low Fat,0.3,0.0367,66.89,1,63.56,3.8,Member
BLK-ORD-01517,2024-01-22,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0741,Household,Low Fat,4.92,0.112,145.06,1,127.81,4.1,Member
BLK-ORD-02789,2024-01-22,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0328,Meat,Low Fat,0.65,0.0664,189.63,3,527.11,3.9,Returning
BLK-ORD-03236,2024-01-22,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0192,Snack Foods,Low Fat,0.06,0.0138,134.13,4,477.94,4.2,Returning
BLK-ORD-03390,2024-01-22,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0119,Breakfast,Regular,0.17,0.0371,152.32,1,131.24,4.5,Member
BLK-ORD-03670,2024-01-22,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0007,Breads,Low Fat,0.74,0.1087,73.14,4,274.72,4.3,New
BLK-ORD-04408,2024-01-22,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0767,Snack Foods,Regular,0.47,0.2387,167.39,2,315.22,3.2,Returning
BLK-ORD-04632,2024-01-22,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0697,Health and Hygiene,Low Fat,1.37,0.0568,514.81,3,1398.09,3.9,New
BLK-ORD-04795,2024-01-22,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0134,Baking Goods,Regular,1.93,0.1243,107.15,1,99.34,3.8,New
BLK-ORD-05280,2024-01-22,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0850,Canned,Low Fat,0.86,0.0508,37.99,1,34.33,4.0,Member
BLK-ORD-05789,2024-01-22,BLK-OUT-001,Tier 1,High,Supermarket Type1,2011,BLK-ITM-0639,Seafood,Low Fat,1.38,0.103,449.07,1,420.31,4.2,Returning
BLK-ORD-08440,2024-01-22,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0316,Soft Drinks,Low Fat,0.2,0.0611,122.72,1,105.64,4.0,Member
BLK-ORD-00136,2024-01-23,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0511,Dairy,Low Fat,1.88,0.1944,115.82,2,205.11,4.6,Returning
BLK-ORD-01034,2024-01-23,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0107,Fruits and Vegetables,Low Fat,1.02,0.1422,49.46,1,44.90,4.6,Member
BLK-ORD-02003,2024-01-23,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0285,Household,Low Fat,3.99,0.2945,344.24,1,319.66,5.0,Returning
BLK-ORD-02004,2024-01-23,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0345,Snack Foods,Low Fat,0.15,0.1264,177.36,1,166.73,4.1,Member
BLK-ORD-02288,2024-01-23,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0777,Household,Low Fat,2.32,0.0611,114.84,3,306.85,3.3,Member
BLK-ORD-02816,2024-01-23,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0616,Baking Goods,Low Fat,1.0,0.0299,110.42,1,106.36,4.6,New
BLK-ORD-03826,2024-01-23,BLK-OUT-011,Tier 3,Small,Supermarket Type1,2022,BLK-ITM-0130,Baking Goods,Regular,1.1,0.0245,104.38,2,208.50,4.0,New
BLK-ORD-03988,2024-01-23,BLK-OUT-006,Tier 2,Small,Grocery Store,2020,BLK-ITM-0038,Fruits and Vegetables,Low Fat,2.7,0.0704,149.42,4,570.01,3.8,Returning
BLK-ORD-05222,2024-01-23,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0038,Fruits and Vegetables,Low Fat,2.7,0.0704,149.42,2,285.72,4.2,Member
BLK-ORD-06084,2024-01-23,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0043,Baking Goods,Low Fat,1.57,0.1408,105.71,3,311.08,4.0,Returning
BLK-ORD-06572,2024-01-23,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0744,Soft Drinks,Low Fat,1.39,0.3,61.94,1,56.92,4.6,Member
BLK-ORD-07309,2024-01-23,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0780,Meat,Regular,1.69,0.0402,557.2,3,1593.11,3.4,Member
BLK-ORD-07830,2024-01-23,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0542,Snack Foods,Low Fat,0.88,0.2724,64.69,4,237.61,4.3,New
BLK-ORD-00247,2024-01-24,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0102,Household,Low Fat,3.71,0.1226,384.23,3,1028.75,4.1,Member
BLK-ORD-01382,2024-01-24,BLK-OUT-007,Tier 2,Small,Supermarket Type1,2019,BLK-ITM-0651,Breakfast,Regular,0.67,0.2086,250.03,1,233.94,4.4,Returning
BLK-ORD-02177,2024-01-24,BLK-OUT-009,Tier 3,Medium,Supermarket Type2,2017,BLK-ITM-0697,Health and Hygiene,Low Fat,1.37,0.0568,514.81,2,924.70,4.4,Returning
BLK-ORD-02267,2024-01-24,BLK-OUT-002,Tier 1,Medium,Supermarket Type2,2015,BLK-ITM-0590,Health and Hygiene,Regular,0.87,0.1982,346.67,1,317.11,4.5,Member
BLK-ORD-02690,2024-01-24,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0435,Fruits and Vegetables,Low Fat,1.89,0.0463,73.98,3,215.80,4.6,Returning
BLK-ORD-02857,2024-01-24,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0283,Dairy,Low Fat,0.5,0.1556,46.16,3,135.57,3.9,Returning
BLK-ORD-03504,2024-01-24,BLK-OUT-010,Tier 3,Small,Grocery Store,2021,BLK-ITM-0185,Frozen Foods,Regular,1.6,0.3,150.99,2,278.81,3.2,New
BLK-ORD-03794,2024-01-24,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0659,Breads,Regular,0.52,0.2328,43.31,1,39.19,3.8,Member
BLK-ORD-04491,2024-01-24,BLK-OUT-003,Tier 1,Medium,Grocery Store,2018,BLK-ITM-0817,Canned,Low Fat,0.85,0.154,78.89,1,71.94,4.2,Member
BLK-ORD-04598,2024-01-24,BLK-OUT-004,Tier 2,High,Supermarket Type1,2012,BLK-ITM-0087,Frozen Foods,Regular,0.84,0.0244,98.91,1,92.50,4.4,Member
BLK-ORD-05095,2024-01-24,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0390,Breads,Regular,0.64,0.1617,98.21,1,90.63,4.4,Returning
BLK-ORD-05842,2024-01-24,BLK-OUT-008,Tier 3,High,Supermarket Type3,2010,BLK-ITM-0733,Frozen Foods,Low Fat,0.61,0.2712,224.71,2,419.69,4.4,Member
BLK-ORD-06507,2024-01-24,BLK-OUT-005,Tier 2,Medium,Supermarket Type2,2016,BLK-ITM-0063,Dairy,Low Fat,0.63,0.0971,108.34,1,103.62,4.3,New
